strategie;session;nbtirage;gain;pot;max
S2CNotLast;460;150;0;176;202
S2C6NStatic;460;150;0;158;228
S2C6NStaticMart;460;75;0;0;268
SMourad1;460;54;0;2;224
S2CStatic;461;150;0;200;211
S2CNotLast;461;150;0;185;203
S2C6NStatic;461;150;0;254;257
S2C6NStaticMart;461;29;0;355;355
SMourad1;461;43;0;2;320
S2CStatic;462;150;0;167;206
S2CNotLast;462;150;0;221;223
S2C6NStatic;462;150;0;125;203
S2C6NStaticMart;462;103;0;1;271
SMourad1;462;150;0;458;773
S2CStatic;463;150;0;200;206
S2CNotLast;463;150;0;200;208
S2C6NStatic;463;150;0;128;231
S2C6NStaticMart;463;81;0;1;324
SMourad1;463;124;0;2;284
S2CStatic;464;150;0;203;217
S2CNotLast;464;150;0;170;202
S2C6NStatic;464;150;0;143;257
S2C6NStaticMart;464;13;0;360;360
SMourad1;464;34;0;2;293
S2CStatic;465;150;0;209;214
S2CNotLast;465;150;0;197;207
S2C6NStatic;465;150;0;155;242
S2C6NStaticMart;465;24;0;350;350
SMourad1;465;150;0;551;854
S2CStatic;466;150;0;176;201
S2CNotLast;466;150;0;164;202
S2C6NStatic;466;150;0;62;237
S2C6NStaticMart;466;100;0;0;296
SMourad1;466;39;0;2;200
S2CStatic;467;150;0;209;209
S2CNotLast;467;150;0;179;200
S2C6NStatic;467;150;0;173;200
S2C6NStaticMart;467;150;0;96;269
SMourad1;467;34;0;2;200
S2CStatic;468;150;0;176;206
S2CNotLast;468;150;0;200;216
S2C6NStatic;468;150;0;62;202
S2C6NStaticMart;468;70;0;1;204
SMourad1;468;38;0;2;215
S2CStatic;469;150;0;161;201
S2CNotLast;469;150;0;209;211
S2C6NStatic;469;72;0;3;202
S2C6NStaticMart;469;34;0;0;242
SMourad1;469;150;0;686;716
S2CStatic;470;150;0;200;210
S2CNotLast;470;150;0;203;211
S2C6NStatic;470;150;0;164;256
S2C6NStaticMart;470;66;0;358;358
SMourad1;470;35;0;2;200
S2CStatic;471;150;0;212;230
S2CNotLast;471;150;0;176;204
S2C6NStatic;471;150;0;170;231
S2C6NStaticMart;471;150;0;37;327
SMourad1;471;34;0;2;314
S2CStatic;472;150;0;194;202
S2CNotLast;472;150;0;191;205
S2C6NStatic;472;150;0;188;212
S2C6NStaticMart;472;71;0;1;217
SMourad1;472;34;0;2;215
S2CStatic;473;150;0;194;204
S2CNotLast;473;150;0;206;229
S2C6NStatic;473;150;0;134;222
S2C6NStaticMart;473;150;0;7;282
SMourad1;473;150;0;152;581
S2CStatic;474;150;0;188;208
S2CNotLast;474;150;0;197;212
S2C6NStatic;474;150;0;140;210
S2C6NStaticMart;474;137;0;0;288
SMourad1;474;107;0;2;542
S2CStatic;475;150;0;182;201
S2CNotLast;475;150;0;158;200
S2C6NStatic;475;150;0;200;251
S2C6NStaticMart;475;63;0;353;353
SMourad1;475;150;0;239;914
S2CStatic;476;150;0;200;205
S2CNotLast;476;150;0;206;218
S2C6NStatic;476;93;0;6;210
S2C6NStaticMart;476;89;0;1;232
SMourad1;476;34;0;2;200
S2CStatic;477;150;0;185;201
S2CNotLast;477;150;0;182;200
S2C6NStatic;477;150;0;179;200
S2C6NStaticMart;477;53;0;1;207
SMourad1;477;150;0;869;1124
S2CStatic;478;150;0;188;201
S2CNotLast;478;150;0;221;221
S2C6NStatic;478;150;0;86;230
S2C6NStaticMart;478;150;0;4;296
SMourad1;478;71;0;2;200
S2CStatic;479;150;0;194;203
S2CNotLast;479;150;0;203;222
S2C6NStatic;479;150;0;188;207
S2C6NStaticMart;479;104;0;1;212
SMourad1;479;41;0;2;215
S2CStatic;480;150;0;212;215
S2CNotLast;480;150;0;170;209
S2C6NStatic;480;150;0;206;215
S2C6NStaticMart;480;105;0;0;248
SMourad1;480;34;0;2;224
S2CStatic;481;150;0;176;201
S2CNotLast;481;150;0;191;200
S2C6NStatic;481;150;0;80;200
S2C6NStaticMart;481;133;0;0;202
SMourad1;481;31;0;2;227
S2CStatic;482;150;0;188;205
S2CNotLast;482;150;0;215;233
S2C6NStatic;482;150;0;122;217
S2C6NStaticMart;482;124;0;1;294
SMourad1;482;150;0;278;524
S2CStatic;483;150;0;164;206
S2CNotLast;483;150;0;188;204
S2C6NStatic;483;150;0;38;248
S2C6NStaticMart;483;26;0;351;351
SMourad1;483;50;0;2;200
S2CStatic;484;150;0;197;219
S2CNotLast;484;150;0;194;205
S2C6NStatic;484;150;0;149;270
S2C6NStaticMart;484;18;0;356;356
SMourad1;484;150;0;785;1136
S2CStatic;485;150;0;203;212
S2CNotLast;485;150;0;221;227
S2C6NStatic;485;150;0;143;213
S2C6NStaticMart;485;83;0;0;280
SMourad1;485;150;0;1262;1448
S2CStatic;486;150;0;194;204
S2CNotLast;486;150;0;176;213
S2C6NStatic;486;150;0;116;220
S2C6NStaticMart;486;88;0;0;262
SMourad1;486;150;0;380;785
S2CStatic;487;150;0;197;202
S2CNotLast;487;150;0;191;200
S2C6NStatic;487;150;0;185;205
S2C6NStaticMart;487;53;0;0;242
SMourad1;487;150;0;158;443
S2CStatic;488;150;0;167;200
S2CNotLast;488;150;0;218;228
S2C6NStatic;488;150;0;179;248
S2C6NStaticMart;488;101;0;1;301
SMourad1;488;150;0;794;875
S2CStatic;489;150;0;206;212
S2CNotLast;489;150;0;188;214
S2C6NStatic;489;150;0;158;223
S2C6NStaticMart;489;139;0;1;316
SMourad1;489;150;0;632;650
S2CStatic;490;150;0;179;204
S2CNotLast;490;150;0;176;205
S2C6NStatic;490;150;0;59;208
S2C6NStaticMart;490;122;0;1;232
SMourad1;490;150;0;113;653
S2CStatic;491;150;0;221;225
S2CNotLast;491;150;0;164;201
S2C6NStatic;491;150;0;287;313
S2C6NStaticMart;491;21;0;353;353
SMourad1;491;150;0;116;809
S2CStatic;492;150;0;185;207
S2CNotLast;492;150;0;203;210
S2C6NStatic;492;150;0;179;256
S2C6NStaticMart;492;18;0;355;355
SMourad1;492;150;0;38;419
S2CStatic;493;150;0;176;201
S2CNotLast;493;150;0;176;210
S2C6NStatic;493;150;0;152;207
S2C6NStaticMart;493;91;0;0;206
SMourad1;493;117;0;2;452
S2CStatic;494;150;0;197;216
S2CNotLast;494;150;0;191;204
S2C6NStatic;494;150;0;329;329
S2C6NStaticMart;494;29;0;350;350
SMourad1;494;60;0;2;254
S2CStatic;495;150;0;173;201
S2CNotLast;495;150;0;188;206
S2C6NStatic;495;150;0;245;252
S2C6NStaticMart;495;141;0;0;214
SMourad1;495;54;0;2;224
S2CStatic;496;150;0;203;213
S2CNotLast;496;150;0;215;222
S2C6NStatic;496;150;0;107;218
S2C6NStaticMart;496;115;0;0;232
SMourad1;496;34;0;2;200
S2CStatic;497;150;0;194;213
S2CNotLast;497;150;0;206;206
S2C6NStatic;497;150;0;152;217
S2C6NStaticMart;497;94;0;1;226
SMourad1;497;131;0;2;509
S2CStatic;498;150;0;191;209
S2CNotLast;498;150;0;167;202
S2C6NStatic;498;150;0;101;218
S2C6NStaticMart;498;150;0;10;312
SMourad1;498;150;0;644;911
S2CStatic;499;150;0;209;214
S2CNotLast;499;150;0;173;201
S2C6NStatic;499;150;0;209;240
S2C6NStaticMart;499;144;0;356;356
SMourad1;499;78;0;2;236
S2CStatic;500;150;0;188;204
S2CNotLast;500;150;0;173;205
S2C6NStatic;500;150;0;86;233
S2C6NStaticMart;500;127;0;1;315
SMourad1;500;54;0;2;200
S2CStatic;501;150;0;170;200
S2CNotLast;501;150;0;170;208
S2C6NStatic;501;150;0;32;208
S2C6NStaticMart;501;128;0;1;263
SMourad1;501;150;0;773;1307
S2CStatic;502;150;0;185;201
S2CNotLast;502;150;0;227;227
S2C6NStatic;502;150;0;107;205
S2C6NStaticMart;502;30;0;0;206
SMourad1;502;78;0;2;386
S2CStatic;503;150;0;194;209
S2CNotLast;503;150;0;176;201
S2C6NStatic;503;150;0;206;300
S2C6NStaticMart;503;51;0;356;356
SMourad1;503;34;0;2;209
S2CStatic;504;150;0;197;213
S2CNotLast;504;150;0;212;212
S2C6NStatic;504;150;0;95;252
S2C6NStaticMart;504;15;0;355;355
SMourad1;504;40;0;2;200
S2CStatic;505;150;0;197;205
S2CNotLast;505;150;0;218;226
S2C6NStatic;505;141;0;3;210
S2C6NStaticMart;505;43;0;0;248
SMourad1;505;150;0;707;1166
S2CStatic;506;150;0;191;205
S2CNotLast;506;150;0;200;207
S2C6NStatic;506;150;0;173;233
S2C6NStaticMart;506;144;0;1;319
SMourad1;506;150;0;1166;1274
S2CStatic;507;150;0;179;202
S2CNotLast;507;150;0;218;221
S2C6NStatic;507;150;0;95;211
S2C6NStaticMart;507;69;0;0;226
SMourad1;507;150;0;314;836
S2CStatic;508;150;0;197;205
S2CNotLast;508;150;0;194;215
S2C6NStatic;508;150;0;185;237
S2C6NStaticMart;508;150;0;79;289
SMourad1;508;150;0;245;719
S2CStatic;509;150;0;218;235
S2CNotLast;509;150;0;209;219
S2C6NStatic;509;150;0;218;302
S2C6NStaticMart;509;17;0;350;350
SMourad1;509;105;0;2;620
S2CStatic;510;150;0;212;214
S2CNotLast;510;150;0;188;206
S2C6NStatic;510;150;0;188;258
S2C6NStaticMart;510;150;0;77;273
SMourad1;510;34;0;2;209
S2CStatic;511;150;0;206;217
S2CNotLast;511;150;0;209;213
S2C6NStatic;511;150;0;212;228
S2C6NStaticMart;511;150;0;115;264
SMourad1;511;34;0;2;209
S2CStatic;512;150;0;188;203
S2CNotLast;512;150;0;203;206
S2C6NStatic;512;150;0;158;214
S2C6NStaticMart;512;107;0;0;245
SMourad1;512;27;0;2;230
S2CStatic;513;150;0;179;215
S2CNotLast;513;150;0;167;201
S2C6NStatic;513;150;0;113;247
S2C6NStaticMart;513;21;0;361;361
SMourad1;513;129;0;2;443
S2CStatic;514;150;0;194;201
S2CNotLast;514;150;0;191;211
S2C6NStatic;514;150;0;206;221
S2C6NStaticMart;514;122;0;1;246
SMourad1;514;25;0;2;218
S2CStatic;515;150;0;182;209
S2CNotLast;515;150;0;218;220
S2C6NStatic;515;150;0;146;245
S2C6NStaticMart;515;15;0;355;355
SMourad1;515;39;0;2;200
S2CStatic;516;150;0;173;202
S2CNotLast;516;150;0;179;203
S2C6NStatic;516;150;0;9;200
S2C6NStaticMart;516;57;0;0;200
SMourad1;516;38;0;2;323
S2CStatic;517;150;0;209;213
S2CNotLast;517;150;0;158;203
S2C6NStatic;517;150;0;209;222
S2C6NStaticMart;517;150;0;51;268
SMourad1;517;39;0;2;200
S2CStatic;518;150;0;197;208
S2CNotLast;518;150;0;191;208
S2C6NStatic;518;150;0;203;224
S2C6NStaticMart;518;150;0;138;259
SMourad1;518;34;0;2;200
S2CStatic;519;150;0;206;223
S2CNotLast;519;150;0;167;210
S2C6NStatic;519;150;0;284;295
S2C6NStaticMart;519;150;0;241;325
SMourad1;519;33;0;2;272
S2CStatic;520;150;0;194;211
S2CNotLast;520;150;0;200;214
S2C6NStatic;520;150;0;98;206
S2C6NStaticMart;520;150;0;2;220
SMourad1;520;37;0;2;245
S2CStatic;521;150;0;176;201
S2CNotLast;521;150;0;179;211
S2C6NStatic;521;150;0;152;202
S2C6NStaticMart;521;63;0;1;204
SMourad1;521;34;0;2;212
S2CStatic;522;150;0;203;215
S2CNotLast;522;150;0;236;238
S2C6NStatic;522;150;0;107;275
S2C6NStaticMart;522;21;0;356;356
SMourad1;522;37;0;2;308
S2CStatic;523;150;0;179;204
S2CNotLast;523;150;0;185;206
S2C6NStatic;523;150;0;167;238
S2C6NStaticMart;523;150;0;11;332
SMourad1;523;150;0;302;623
S2CStatic;524;150;0;197;218
S2CNotLast;524;150;0;206;207
S2C6NStatic;524;150;0;113;251
S2C6NStaticMart;524;25;0;363;363
SMourad1;524;42;0;2;200
S2CStatic;525;150;0;197;202
S2CNotLast;525;150;0;182;208
S2C6NStatic;525;150;0;113;204
S2C6NStaticMart;525;127;0;0;212
SMourad1;525;150;0;1895;2003
S2CStatic;526;150;0;179;209
S2CNotLast;526;150;0;170;202
S2C6NStatic;526;150;0;113;236
S2C6NStaticMart;526;44;0;354;354
SMourad1;526;34;0;2;200
S2CStatic;527;150;0;197;204
S2CNotLast;527;150;0;197;216
S2C6NStatic;527;150;0;185;200
S2C6NStaticMart;527;59;0;1;226
SMourad1;527;150;0;242;782
S2CStatic;528;150;0;191;204
S2CNotLast;528;150;0;197;212
S2C6NStatic;528;150;0;227;257
S2C6NStaticMart;528;44;0;363;363
SMourad1;528;150;0;494;857
S2CStatic;529;150;0;164;202
S2CNotLast;529;150;0;209;217
S2C6NStatic;529;150;0;38;213
S2C6NStaticMart;529;144;0;1;242
SMourad1;529;88;0;2;374
S2CStatic;530;150;0;236;238
S2CNotLast;530;150;0;173;202
S2C6NStatic;530;150;0;308;321
S2C6NStaticMart;530;75;0;352;352
SMourad1;530;62;0;2;383
S2CStatic;531;150;0;215;218
S2CNotLast;531;150;0;215;223
S2C6NStatic;531;150;0;131;206
S2C6NStaticMart;531;150;0;13;220
SMourad1;531;76;0;2;263
S2CStatic;532;150;0;170;201
S2CNotLast;532;150;0;185;205
S2C6NStatic;532;150;0;230;235
S2C6NStaticMart;532;150;0;110;338
SMourad1;532;64;0;2;371
S2CStatic;533;150;0;191;215
S2CNotLast;533;150;0;188;204
S2C6NStatic;533;150;0;83;209
S2C6NStaticMart;533;42;0;357;357
SMourad1;533;30;0;2;221
S2CStatic;534;150;0;188;204
S2CNotLast;534;150;0;215;215
S2C6NStatic;534;150;0;194;242
S2C6NStaticMart;534;28;0;358;358
SMourad1;534;28;0;2;209
S2CStatic;535;150;0;206;220
S2CNotLast;535;150;0;182;204
S2C6NStatic;535;150;0;158;214
S2C6NStaticMart;535;150;0;15;298
SMourad1;535;60;0;2;338
S2CStatic;536;150;0;206;212
S2CNotLast;536;150;0;182;210
S2C6NStatic;536;150;0;194;245
S2C6NStaticMart;536;150;0;15;282
SMourad1;536;34;0;2;200
S2CStatic;537;150;0;197;222
S2CNotLast;537;150;0;197;209
S2C6NStatic;537;150;0;59;280
S2C6NStaticMart;537;14;0;352;352
SMourad1;537;150;0;287;722
S2CStatic;538;150;0;164;200
S2CNotLast;538;150;0;182;203
S2C6NStatic;538;98;0;4;205
S2C6NStaticMart;538;60;0;1;201
SMourad1;538;43;0;2;206
S2CStatic;539;150;0;197;204
S2CNotLast;539;150;0;227;236
S2C6NStatic;539;150;0;167;269
S2C6NStaticMart;539;32;0;361;361
SMourad1;539;27;0;2;212
S2CStatic;540;150;0;176;203
S2CNotLast;540;150;0;173;204
S2C6NStatic;540;150;0;98;263
S2C6NStaticMart;540;25;0;352;352
SMourad1;540;32;0;2;212
S2CStatic;541;150;0;173;200
S2CNotLast;541;150;0;200;211
S2C6NStatic;541;150;0;137;228
S2C6NStaticMart;541;150;0;11;327
SMourad1;541;34;0;2;233
S2CStatic;542;150;0;236;236
S2CNotLast;542;150;0;185;209
S2C6NStatic;542;150;0;362;380
S2C6NStaticMart;542;45;0;351;351
SMourad1;542;67;0;2;200
S2CStatic;543;150;0;200;211
S2CNotLast;543;150;0;233;237
S2C6NStatic;543;150;0;110;208
S2C6NStaticMart;543;80;0;1;232
SMourad1;543;67;0;2;350
S2CStatic;544;150;0;197;204
S2CNotLast;544;150;0;215;226
S2C6NStatic;544;150;0;95;206
S2C6NStaticMart;544;62;0;1;220
SMourad1;544;68;0;2;233
S2CStatic;545;150;0;221;236
S2CNotLast;545;150;0;164;203
S2C6NStatic;545;150;0;305;340
S2C6NStaticMart;545;21;0;356;356
SMourad1;545;140;0;2;434
S2CStatic;546;150;0;218;229
S2CNotLast;546;150;0;209;217
S2C6NStatic;546;150;0;236;274
S2C6NStaticMart;546;14;0;352;352
SMourad1;546;58;0;2;341
S2CStatic;547;150;0;179;200
S2CNotLast;547;150;0;182;200
S2C6NStatic;547;150;0;131;200
S2C6NStaticMart;547;42;0;0;200
SMourad1;547;30;0;2;224
S2CStatic;548;150;0;170;201
S2CNotLast;548;150;0;185;203
S2C6NStatic;548;150;0;50;242
S2C6NStaticMart;548;72;0;0;303
SMourad1;548;30;0;2;206
S2CStatic;549;150;0;188;205
S2CNotLast;549;150;0;185;202
S2C6NStatic;549;150;0;68;213
S2C6NStaticMart;549;115;0;0;242
SMourad1;549;34;0;2;200
S2CStatic;550;150;0;185;208
S2CNotLast;550;150;0;179;202
S2C6NStatic;550;150;0;197;313
S2C6NStaticMart;550;15;0;365;365
SMourad1;550;58;0;2;200
S2CStatic;551;150;0;182;200
S2CNotLast;551;150;0;167;200
S2C6NStatic;551;150;0;236;247
S2C6NStaticMart;551;150;0;101;258
SMourad1;551;34;0;2;233
S2CStatic;552;150;0;194;215
S2CNotLast;552;150;0;167;201
S2C6NStatic;552;150;0;170;233
S2C6NStaticMart;552;14;0;364;364
SMourad1;552;86;0;2;386
S2CStatic;553;150;0;209;217
S2CNotLast;553;150;0;182;210
S2C6NStatic;553;150;0;281;281
S2C6NStaticMart;553;71;0;351;351
SMourad1;553;24;0;2;227
S2CStatic;554;150;0;179;205
S2CNotLast;554;150;0;200;206
S2C6NStatic;554;150;0;185;237
S2C6NStaticMart;554;28;0;354;354
SMourad1;554;47;0;2;203
S2CStatic;555;150;0;170;200
S2CNotLast;555;150;0;197;204
S2C6NStatic;555;150;0;158;230
S2C6NStaticMart;555;96;0;0;260
SMourad1;555;58;0;2;200
S2CStatic;556;150;0;203;214
S2CNotLast;556;150;0;179;200
S2C6NStatic;556;150;0;161;251
S2C6NStaticMart;556;36;0;362;362
SMourad1;556;74;0;2;203
S2CStatic;557;150;0;176;202
S2CNotLast;557;150;0;176;203
S2C6NStatic;557;150;0;134;204
S2C6NStaticMart;557;56;0;0;212
SMourad1;557;146;0;2;437
S2CStatic;558;150;0;182;215
S2CNotLast;558;150;0;170;211
S2C6NStatic;558;150;0;56;204
S2C6NStaticMart;558;109;0;0;212
SMourad1;558;37;0;2;215
S2CStatic;559;150;0;197;201
S2CNotLast;559;150;0;227;231
S2C6NStatic;559;150;0;149;202
S2C6NStaticMart;559;150;0;50;252
SMourad1;559;64;0;2;467
S2CStatic;560;150;0;161;203
S2CNotLast;560;150;0;170;208
S2C6NStatic;560;89;0;10;204
S2C6NStaticMart;560;58;0;1;212
SMourad1;560;25;0;2;233
S2CStatic;561;150;0;167;200
S2CNotLast;561;150;0;176;200
S2C6NStatic;561;150;0;143;219
S2C6NStaticMart;561;79;0;1;274
SMourad1;561;29;0;2;212
S2CStatic;562;150;0;191;213
S2CNotLast;562;150;0;206;213
S2C6NStatic;562;150;0;173;262
S2C6NStaticMart;562;36;0;351;351
SMourad1;562;22;0;2;230
S2CStatic;563;150;0;209;218
S2CNotLast;563;150;0;185;203
S2C6NStatic;563;150;0;299;311
S2C6NStaticMart;563;15;0;362;362
SMourad1;563;150;0;59;650
S2CStatic;564;150;0;215;218
S2CNotLast;564;150;0;200;200
S2C6NStatic;564;150;0;203;226
S2C6NStaticMart;564;93;0;353;353
SMourad1;564;37;0;2;200
S2CStatic;565;150;0;173;204
S2CNotLast;565;150;0;176;202
S2C6NStatic;565;150;0;173;226
S2C6NStaticMart;565;128;0;0;217
SMourad1;565;26;0;2;215
S2CStatic;566;150;0;194;204
S2CNotLast;566;150;0;206;208
S2C6NStatic;566;150;0;62;217
S2C6NStaticMart;566;117;0;1;241
SMourad1;566;150;0;530;665
S2CStatic;567;150;0;176;203
S2CNotLast;567;150;0;188;204
S2C6NStatic;567;150;0;26;206
S2C6NStaticMart;567;85;0;1;220
SMourad1;567;91;0;2;536
S2CStatic;568;150;0;185;206
S2CNotLast;568;150;0;179;201
S2C6NStatic;568;150;0;89;218
S2C6NStaticMart;568;101;0;1;288
SMourad1;568;34;0;2;218
S2CStatic;569;150;0;206;213
S2CNotLast;569;150;0;167;202
S2C6NStatic;569;150;0;212;238
S2C6NStaticMart;569;112;0;352;352
SMourad1;569;28;0;2;218
S2CStatic;570;150;0;206;216
S2CNotLast;570;150;0;176;201
S2C6NStatic;570;150;0;248;248
S2C6NStaticMart;570;13;0;360;360
SMourad1;570;110;0;2;272
S2CStatic;571;150;0;167;200
S2CNotLast;571;150;0;173;215
S2C6NStatic;571;111;0;6;205
S2C6NStaticMart;571;47;0;1;204
SMourad1;571;150;0;701;917
S2CStatic;572;150;0;218;224
S2CNotLast;572;150;0;197;216
S2C6NStatic;572;150;0;182;222
S2C6NStaticMart;572;140;0;1;226
SMourad1;572;94;0;2;404
S2CStatic;573;150;0;224;230
S2CNotLast;573;150;0;194;212
S2C6NStatic;573;150;0;176;225
S2C6NStaticMart;573;150;0;85;223
SMourad1;573;102;0;2;269
S2CStatic;574;150;0;209;215
S2CNotLast;574;150;0;182;203
S2C6NStatic;574;150;0;173;255
S2C6NStaticMart;574;45;0;353;353
SMourad1;574;51;0;2;200
S2CStatic;575;150;0;167;203
S2CNotLast;575;150;0;227;236
S2C6NStatic;575;150;0;89;230
S2C6NStaticMart;575;110;0;0;264
SMourad1;575;150;0;563;698
S2CStatic;576;150;0;209;218
S2CNotLast;576;150;0;161;205
S2C6NStatic;576;150;0;227;268
S2C6NStaticMart;576;47;0;350;350
SMourad1;576;150;0;1241;1325
S2CStatic;577;150;0;188;201
S2CNotLast;577;150;0;167;204
S2C6NStatic;577;150;0;212;234
S2C6NStaticMart;577;46;0;0;226
SMourad1;577;150;0;1112;1316
S2CStatic;578;150;0;224;230
S2CNotLast;578;150;0;194;204
S2C6NStatic;578;150;0;122;225
S2C6NStaticMart;578;40;0;362;362
SMourad1;578;34;0;2;200
S2CStatic;579;150;0;200;211
S2CNotLast;579;150;0;209;215
S2C6NStatic;579;150;0;272;294
S2C6NStaticMart;579;15;0;362;362
SMourad1;579;36;0;2;206
S2CStatic;580;150;0;197;204
S2CNotLast;580;150;0;206;223
S2C6NStatic;580;150;0;131;202
S2C6NStaticMart;580;64;0;1;204
SMourad1;580;150;0;1043;1658
S2CStatic;581;150;0;203;206
S2CNotLast;581;150;0;209;209
S2C6NStatic;581;150;0;107;212
S2C6NStaticMart;581;60;0;1;265
SMourad1;581;58;0;2;263
S2CStatic;582;150;0;194;208
S2CNotLast;582;150;0;212;213
S2C6NStatic;582;150;0;80;208
S2C6NStaticMart;582;51;0;1;232
SMourad1;582;150;0;524;758
S2CStatic;583;150;0;173;202
S2CNotLast;583;150;0;212;219
S2C6NStatic;583;150;0;209;274
S2C6NStaticMart;583;150;0;13;343
SMourad1;583;150;0;914;1382
S2CStatic;584;150;0;215;216
S2CNotLast;584;150;0;218;218
S2C6NStatic;584;150;0;167;202
S2C6NStaticMart;584;106;0;1;204
SMourad1;584;150;0;449;938
S2CStatic;585;150;0;164;201
S2CNotLast;585;150;0;206;233
S2C6NStatic;585;150;0;74;213
S2C6NStaticMart;585;62;0;0;204
SMourad1;585;33;0;2;200
S2CStatic;586;150;0;218;218
S2CNotLast;586;150;0;194;215
S2C6NStatic;586;150;0;128;204
S2C6NStaticMart;586;150;0;16;226
SMourad1;586;150;0;854;1019
S2CStatic;587;150;0;170;200
S2CNotLast;587;150;0;152;200
S2C6NStatic;587;150;0;248;248
S2C6NStaticMart;587;150;0;144;316
SMourad1;587;34;0;2;203
S2CStatic;588;150;0;200;212
S2CNotLast;588;150;0;206;214
S2C6NStatic;588;150;0;218;229
S2C6NStaticMart;588;150;0;71;278
SMourad1;588;31;0;2;212
S2CStatic;589;150;0;197;210
S2CNotLast;589;150;0;179;203
S2C6NStatic;589;150;0;149;238
S2C6NStaticMart;589;24;0;361;361
SMourad1;589;89;0;2;482
S2CStatic;590;150;0;179;206
S2CNotLast;590;150;0;209;211
S2C6NStatic;590;150;0;77;224
S2C6NStaticMart;590;54;0;0;288
SMourad1;590;150;0;1253;1253
S2CStatic;591;150;0;218;223
S2CNotLast;591;150;0;197;212
S2C6NStatic;591;150;0;326;346
S2C6NStaticMart;591;96;0;357;357
SMourad1;591;47;0;2;320
S2CStatic;592;150;0;167;208
S2CNotLast;592;150;0;203;213
S2C6NStatic;592;150;0;71;204
S2C6NStaticMart;592;85;0;0;212
SMourad1;592;29;0;2;227
S2CStatic;593;150;0;182;201
S2CNotLast;593;150;0;218;220
S2C6NStatic;593;150;0;146;244
S2C6NStaticMart;593;102;0;0;290
SMourad1;593;82;0;2;395
S2CStatic;594;150;0;218;218
S2CNotLast;594;150;0;212;222
S2C6NStatic;594;150;0;164;212
S2C6NStaticMart;594;124;0;1;323
SMourad1;594;52;0;2;371
S2CStatic;595;150;0;182;217
S2CNotLast;595;150;0;173;207
S2C6NStatic;595;150;0;74;204
S2C6NStaticMart;595;78;0;0;241
SMourad1;595;150;0;755;764
S2CStatic;596;150;0;170;204
S2CNotLast;596;150;0;176;208
S2C6NStatic;596;150;0;122;226
S2C6NStaticMart;596;144;0;1;286
SMourad1;596;95;0;2;407
S2CStatic;597;150;0;206;211
S2CNotLast;597;150;0;149;201
S2C6NStatic;597;150;0;140;206
S2C6NStaticMart;597;150;0;14;220
SMourad1;597;33;0;2;203
S2CStatic;598;150;0;194;205
S2CNotLast;598;150;0;212;216
S2C6NStatic;598;150;0;98;205
S2C6NStaticMart;598;127;0;1;236
SMourad1;598;150;0;146;671
S2CStatic;599;150;0;188;204
S2CNotLast;599;150;0;161;208
S2C6NStatic;599;150;0;212;249
S2C6NStaticMart;599;150;0;171;334
SMourad1;599;150;0;356;548
S2CStatic;600;150;0;200;209
S2CNotLast;600;150;0;182;214
S2C6NStatic;600;150;0;290;320
S2C6NStaticMart;600;42;0;350;350
SMourad1;600;150;0;1292;1493
S2CStatic;601;150;0;164;202
S2CNotLast;601;150;0;179;200
S2C6NStatic;601;150;0;92;200
S2C6NStaticMart;601;57;0;1;207
SMourad1;601;150;0;839;842
S2CStatic;602;150;0;167;201
S2CNotLast;602;150;0;179;219
S2C6NStatic;602;87;0;3;202
S2C6NStaticMart;602;40;0;1;204
SMourad1;602;37;0;2;227
S2CStatic;603;150;0;179;202
S2CNotLast;603;150;0;197;208
S2C6NStatic;603;150;0;167;228
S2C6NStaticMart;603;79;0;1;254
SMourad1;603;150;0;1238;1283
S2CStatic;604;150;0;158;203
S2CNotLast;604;150;0;158;202
S2C6NStatic;604;147;0;12;222
S2C6NStaticMart;604;32;0;0;265
SMourad1;604;150;0;2018;2063
S2CStatic;605;150;0;188;210
S2CNotLast;605;150;0;215;217
S2C6NStatic;605;150;0;212;230
S2C6NStaticMart;605;13;0;354;354
SMourad1;605;150;0;758;923
S2CStatic;606;150;0;230;234
S2CNotLast;606;150;0;182;202
S2C6NStatic;606;150;0;224;224
S2C6NStaticMart;606;24;0;354;354
SMourad1;606;47;0;2;200
S2CStatic;607;150;0;221;223
S2CNotLast;607;150;0;203;217
S2C6NStatic;607;150;0;89;228
S2C6NStaticMart;607;30;0;350;350
SMourad1;607;34;0;2;200
S2CStatic;608;150;0;191;206
S2CNotLast;608;150;0;191;208
S2C6NStatic;608;150;0;173;203
S2C6NStaticMart;608;125;0;0;290
SMourad1;608;28;0;2;209
S2CStatic;609;150;0;164;206
S2CNotLast;609;150;0;203;207
S2C6NStatic;609;137;0;7;204
S2C6NStaticMart;609;45;0;1;234
SMourad1;609;59;0;2;410
S2CStatic;610;150;0;218;218
S2CNotLast;610;150;0;179;216
S2C6NStatic;610;150;0;254;314
S2C6NStaticMart;610;15;0;356;356
SMourad1;610;46;0;2;200
S2CStatic;611;150;0;194;200
S2CNotLast;611;150;0;191;213
S2C6NStatic;611;150;0;206;249
S2C6NStaticMart;611;102;0;0;291
SMourad1;611;150;0;935;1127
S2CStatic;612;150;0;203;216
S2CNotLast;612;150;0;167;202
S2C6NStatic;612;150;0;287;306
S2C6NStaticMart;612;27;0;354;354
SMourad1;612;52;0;2;317
S2CStatic;613;150;0;179;204
S2CNotLast;613;150;0;197;215
